isEdited,userName,review,date,rating,title,developerResponse
False,stelaya,I signed up for this before my work day started and was not really able to look into it. Over the past 12 hours I have received 4 different emails from Cerebral and that was enough for me to unsubscribe and tell them not to contact me. Change your marketing approach ! People don’t want to receive that many emails in one day from the same company trying to sell you something. Absolutely ridiculous,2021-08-26 01:23:26,1,How many emails are you going to send???,"{'id': 24984519, 'body': ""Hi there, Thank you for taking the time to share this insight with us. I'm so sorry to hear you felt this way while utilizing our subscription service, and I hope that you are feeling better now. If you would be willing, I would appreciate the opportunity to connect soon to ensure we amend the situation. I wanted to let you know that we appreciate your helpful feedback here. It helps us to improve in creating a more seamless and quality experience for Cerebral's clients. If you would like, please feel free to reach out to our support line at (415) 403 - 2156 and ask for me by name so that we can help to assist you in resolving any issues. Kind regards, Stefanie H."", 'modified': '2021-09-08T15:16:46Z'}"
False,AFS2019ASU,"When you go through the initial intake process, they charge you before even letting you check if your insurance covers the service. I emailed them immediately to let them know I didn’t want to use the platform since my insurance doesn’t cover it and I didn’t realize I was already going to be charged but they won’t refund me since their team didn’t process the request quickly enough",2022-02-03 11:09:45,1,Beware charging without warning,"{'id': 27901316, 'body': 'Hi, we’re sorry to hear that and would like to take a closer look at this for you. Please reach out to reviews@cerebral.com with your review’s username. We look forward to assisting you in any way we can. Best, Cerebral Team', 'modified': '2022-02-07T16:57:17Z'}"
False,scubbeh,"Kept getting passed from care team to care team too often, along with my counselor missing our session made me disappointed in Cerebral. I was excited to get help but now feel like my concerns for my mental health are not being taken seriously. I was prescribed medication quickly so that’s something but other than that this has been underwhelming.",2021-08-19 18:29:28,2,Disappointed is where I find myself.,"{'id': 24648209, 'body': ""Hello, I appreciate you taking time to share your feedback and experience here with us at Cerebral. I am sincerely sorry to hear that there have been multiple changes in your care team which in turn has made you feel that you haven't been fully supported here with us at Cerebral. I can understand your concerns, and I would be interested in seeing if I could assist. Please feel free to reach out to me at (415)403-2156 or support@getcerebral.com and ask for me directly. I look forward to hearing from you. Best, Stefanie H. Cerebral Coordinator."", 'modified': '2021-08-22T21:03:26Z'}"
False,Marlon@234,That say that they are able to provide the high quality of care but when it comes down to it the company has many restrictions as to the services it can really provide. Beware ask what you need before signing up as they will just try to take your money as they did with me and set you up with their highest subscription and schedule you a months later while you’re still paying a subscription.,2021-02-04 19:57:27,1,Terrible company,"{'id': 21223080, 'body': ""Hi, \n\nThank you for sharing your feedback about your experience at Cerebral. I am sorry for the difficulty you had in utilizing our services. As a telehealth provider, we face restrictions to the care we can provide on a state by state basis. In any event, I apologize for any confusion and difficulties this created in you receiving care. \n\nI would like to take some time to learn more about your experience and hopefully repair your trust in Cerebral. Please feel free to reach out to us by phone at (415) 403 - 2156 or by email at support@getcerebral.com and ask for me directly. I'm happy to assist in any way I can.\nBest,\nMolly V. \nCerebral Coordinator \n"", 'modified': '2021-02-22T21:35:21Z'}"
False,emkbrown27,They overmedicated me. I was just supposed to be on Zoloft but they also sent propanalol and seroquel. The medication had the wrong labeling and I was severely affected. When I told them my concerns they basically shrugged their shoulders and then continued to send the other medications and charging me for it even though I said I did not wish to take them. I haven’t been able to get through to a customer service rep for a refund. This app is super sketchy and I am so disappointed.,2021-10-08 12:39:05,1,Issues w/ app.,
False,bad12.3,Their cancellation method is a little ridiculous in my opinion. Considering you pay for the month worth of treatment and you cancel they revoke any privilege to medication or therapy for the rest of the month. And you have to wait “2 days” for them to cancel your subscription. It’s odd. I dont recommend. Just please visit your local social services or your insurance company cause this isn’t worth $85 or more a month.,2021-10-07 00:55:56,2,Cancellation,
False,EMW1990,This has been such a terrible experience for myself. It started off okay but you pay $99 for a consultation and then I was scheduled for a therapy session which never took place bc they kept rescheduling...I finally tried to cancel 3 months later after they continued to charge me $99 a month. I am still fighting to get this canceled so they’ll stop charging me for products/services I never received. I had to call my bank and about to call the business bureau.,2021-04-10 12:03:42,1,DO NOT USE,"{'id': 22200078, 'body': 'Hi there, \n\nThank you so much for sharing your experience with us. I can understand your frustration with this experience, and I would like to see how I can help. I apologize if you faced difficulties in utilizing or cancelling our services. \n\nPlease contact me at (415)403-2156 or support@getcerebral.com and ask for me directly. I would like to take some time to look into this and see how I can work to repair your trust in Cerebral. I look forward to speaking with you!\n\nBest, \nMolly V.\nCerebral Coordinator', 'modified': '2021-04-12T19:17:50Z'}"
False,Nicholas DeCicco,"You can get real and effective medicine on the same day or within 24 hours! I needed something quick and effective, but I couldn’t see my PC physician since I live in college dorms. Cerebral was the perfect fix for me.",2022-02-07 18:50:34,5,It’s the real deal,"{'id': 27977118, 'body': 'Thank you for the review!', 'modified': '2022-02-10T20:57:12Z'}"
False,LIfeWithAly,It’s expensive unreliable and condescending. I got my meds via mail ONCE in 3-4 months. They cut down my medications drastically causing my depression and anxiety to get worse… so much worse. They also lie abt the true service they provide - my prescriber appointment never lasted more than 4-5 mins. I’ve been on a mental health medication plan for over a decade w no problems but these last few months with this service has put me in a more precarious situation than before I tried it.,2021-09-28 02:59:53,1,DONT GET THIS,
False,KelliElise,"The first care counselor had me on medications that were interfering with birth control, but was not notified until four months into the process. seem to have a good idea, but not a solid back end or  enough skilled counselors. most of the therapy sessions are pushed along faster so that only five of the thirty minute sessions are covered.  the bill charges are all sporadic. hey, still better than nothing",2021-03-06 00:08:40,2,Better than nothing,"{'id': 21522969, 'body': ""Hi,\n\nWe appreciate you sharing your feedback about your experience with Cerebral. This is certainly not the high standard of care that we expect from our clinicians and I'd like to see what I might be able to do to make the situation better.\n\nI would like to take some time myself to hopefully help repair your trust in Cerebral. Please feel free to reach out to us by phone at (415) 403 - 2156 or by email at support@getcerebral.com and ask for me directly. I'm happy to assist in any way I can.\n\nWarmly, \nMolly V. \nCerebral Coordinator"", 'modified': '2021-03-08T21:06:14Z'}"
False,Tammeka Stigglesgd,"Extremely easy to use with examples to understand each part. It was my first experience of preparation, and the application of this therapy has been incredibly helpful.",2021-02-26 07:11:58,5,offers a wide variety,
False,acco995,"Communication. Super important when you’re experiencing a mental health crisis. The app has a messaging platform that looks and behaves like a live messaging board, however it is not. It can take up to two days to get a response from anyone. It’s also impossible to speak to any of your doctors when and if you need to. It’s kind of ridiculous, and full of false hope.",2022-02-04 21:43:34,2,Atrocious communication,"{'id': 27901128, 'body': 'Hi, we’re sorry to hear that you had a negative experience with using the service and would like to take a closer look at this for you. Please reach out to reviews@cerebral.com with your review’s username. We look forward to assisting you in any way we can. Best, Cerebral Team', 'modified': '2022-02-07T16:49:41Z'}"
False,Sufferingfromthis,"I cancelled my membership Jan 8 because of an error or something it did not go through. When it was cancelled a day later not only was I immediately blocked out of the account unable to see notes and everything, but cerebral STILL charged me $325 for a FULL month of therapy & medication help that I’m not allowed to even use. Terrible business antics while dealing with people suffering from mental issues 
Sent from my iPhone",2022-01-15 20:18:44,1,They only want $,"{'id': 27565236, 'body': ""Hello, We appreciate you taking the time to share your experience with us. We're sorry to hear you were not satisfied with all of our services. As a mental health company, we are wholeheartedly focused on improving the well-being of thousands of individuals who may not have had access to, or the means to afford, quality mental health care. In any event, we would like to take some time to see what we can do to correct the situation. Please reach out to us by email at reviews@cerebral.com directly and please include your review’s username. We look forward to assisting you in any way we can. Best, Cerebral Team\n"", 'modified': '2022-01-20T18:11:07Z'}"
False,anakoalabear95,I signed up during the first month discount time. I scheduled my first appointment with the prescriber and a care counselor. The day for my first appointment comes around. The prescriber doesn’t show up. I message to reschedule the appointment in the app. No response. I email the support team. No response. I messaged the app again about canceling my subscription. No response. I emailed the cancel email. IMMEDIATE RESPONSE. No options to get my refund. I have to file a dispute through card company.,2021-12-19 22:52:59,1,Poor Service,"{'id': 27379219, 'body': ""We appreciate you taking the time to share your experience. We're sorry to hear you were not satisfied with our services and would like to take some time to see what we can do to correct the situation. Please reach out to reviews@cerebral.com. We look forward to assisting you in any way we can. Best, Cerebral Team"", 'modified': '2022-01-11T17:42:05Z'}"
False,Flowerychick07,"I loved my therapy sessions w Arlene, but she randomly canceled my appointment and then drastically changed her availability to only unrealistic hours. Then, the only options for replacements were not even therapists, that’s when I realized this app is a joke. No one responds when I ask questions. When they do respond, they say they will get right back to me with a solution and then says or weeks go by and no solution is offered. Save your money! Too expensive and useless!",2021-09-13 16:57:12,1,DO NOT USE!!!,"{'id': 25184144, 'body': ""Hi there, I am so sorry you may not have had a positive experience with using our services due to these challenges. I want to thank you for taking the time to share this with us. Your feedback is valuable to us as we work to improve the services for Cerebral's clients. In any event, I would also like to take some time to see how I may be able to assist. Please reach out to me at (415)403-2156 or support@getcerebral.com and ask for me. I look forward to speaking to you, and I hope I can help. Best, Stefanie H. Cerebral Coordinator."", 'modified': '2021-09-19T00:57:44Z'}"
False,jzyjrater,"The app was difficult to use, it asked for confirmation but didn’t give me clear steps on how to do that, I was cancelled without notice and they changed my therapist that I had originally chosen without letting me choose the next one, I need to reschedule but the date I had originally chose was the only day I was available that month and so I had no choice but to cancel. If all mental health services are this difficult, then I give up",2021-08-29 16:17:36,1,Discouraged me from seeking help,"{'id': 24985664, 'body': 'Hi there, Thank you for sharing your experience. I am so sorry to hear that you may have faced difficulties in utilizing our services. It sounds like we could have supported you better, and I can certainly understand why this was a disappointing and frustrating experience. If there is anything I can do to help, please give me a call at (415)403-2156 or email support@getcerebral.com and ask for me directly. I am happy to speak with you and help how I can. Stefanie H. Cerebral Coordinator.', 'modified': '2021-09-08T16:17:10Z'}"
False,jimmyf604,"This app is trash. And the people who run it are just as bad. They charge you $30 up front just to fill out a survey of your symptoms, etc. only to get to the end and realize there are no appointments available for at least a month.. by then the full price kicks in for $80/ month and no service. 

I wish I had read some of the reviews before wasting time and money on them.",2022-01-12 07:54:31,1,Terrible to take advantage of people,"{'id': 27791186, 'body': ""We appreciate you taking the time to share your experience. We're sorry to hear you were not satisfied with our services and would like to take some time to see what we can do to correct the situation. Please reach out to reviews@cerebral.com. We look forward to assisting you in any way we can. Best, Cerebral Team"", 'modified': '2022-02-01T17:17:09Z'}"
False,HannahRheaWhittington,"I have a $30 charge, $109 charge and a pending charge on my card for $325 and i haven’t even finished setting up my account yet. $464 for NOTHING. Why would you charge hundreds of dollars before giving someone the chance to decide if they even want to use your app? It’s like an actual doctors office charging you for a visit just for thinking about making an appointment. $325…. Someone had better email me, STAT.",2021-07-06 17:21:39,1,Charged me $464 and i haven’t even used it,"{'id': 23843707, 'body': 'Hi, Thank you for taking the time to share your experience. I apologize for any confusion in our pricing structure and any difficulties you faced in utilizing our services. I would like the opportunity to make things right and help repair your trust in Cerebral. Please reach out to me at (415)403-2156 or support@getcerebral.com and ask for me directly. I look forward to assisting you in any way I can. Warmly, Stefanie H. Cerebral Coordinator', 'modified': '2021-07-09T14:00:23Z'}"
False,Jdneh,"I am so glad Cerebal is making mental health care so accessible with their app. I am able to schedule appointments , track my prescriptions, and feel a sense of calm knowing I have the support of my counselor and clinical coordinator.",2021-02-05 22:48:48,5,Accessible and easy to use,
False,Amartelli,"The app itself is easy to use. My counselor, Jennifer, really listened to me while I was going through some really hard times in my personal life. I’ve been recommending it to all my friends when they send me depressing memes haha",2021-09-27 19:35:22,5,It really helped,
False,Arbenj,"Got the help I needed in a timely fashion, my first appointment with my prescriber was 2 days after initial sign up, she was very KNOWLEDGEABLE, FRIENDLY, and honestly the best doctor I’ve ever spoken to. Glad I was introduced to this app by my brother, and will continue to use this.",2022-01-20 20:35:19,5,Great App!,
False,zp000000003,"If I could rate this zero stars I would. They told me I needed to make an initial payment of 30 dollars, for absolutely nothing, and then proceeded to tell my my insurance was not accepted after charging me. I emailed them asking if I was able to receive a refund after I was practically scammed out of my money, and they sent a rude email back telling me I could not. ridiculous, don’t waste your time.",2021-11-27 21:08:19,1,"Horrible, pretty much a scam don’t waste your time or money",
False,dajabee,"I signed up for the service because there was a promotion and I could really talk to a therapist. The promotion was for one month, when I went to schedule a session with a therapist there was nothing available within the month time frame. I immediately messaged customer service and canceled like they told me to. I reached out again and was told I’d only be getting a partial refund. Why??!! I literally didn’t use the service at all! What a scam!",2021-10-23 00:38:38,1,Scam!!,
False,Calzone S,The help I’ve gotten from the counseling and medication has made life way better. Only reason I didn’t give 5 stars is because the app is not user friendly. I’ve been using betterhelp in addition to this and that app runs way better.,2021-08-26 17:52:26,4,Mostly great.,
False,Fitfortune,"As a neurodivergent therapist with a very full plate of high performance demands , Cerebral’s services have been a great and highly professional tool and resource to stay focused on how I can expand my full plate into an organized kitchen !!  Like the metaphor?   Thanks Cerebral!",2022-01-10 16:30:24,5,From a therapist,
False,AbGaMcK,I don’t know why I waited so long to try this. It has changed my life in so many ways and I look forward to my care team being a significant part of my world for years to come.,2021-09-01 21:47:34,5,Life Changing,
False,bsjshsjsjjs,"This service is a scam. The bargain basement ‘medical professionals’ for this app are just there to give you placebos and take ur money. Do NOT come to them with any REAL problems, they will be of no help. Potential to make u worse actually because the lack of care is insulting. Texting back and forth with so called medical staff to no resolve is just so unprofessional that it’s hard to put into words. So ur paying to text with someone who can barely do their job. Scam scam scam.",2021-10-26 10:18:16,1,Do NOT bother!,
False,sfcali_native,"Using it for a while, so far everything going well. People are very responsive and I feel have been taken care off. Great service, keep it up!",2021-02-07 01:02:24,5,Easy to use and effective,
False,SojoM703,I was literally at my last straw with life and this popped up. My primary care Dr wouldn’t help me and I literally was prescribed a medication in less than a week on this app. I am forever grateful for you all for saving my life.,2021-10-07 03:51:42,5,Thank you!,
False,Carliann456,I’d give it zero stars if I could. Paid the 30 dollars for first month then went to schedule and they were booked out for 4 months. Which mean I would’ve been charged the 80 or so dollars for the next 3 months without getting any services. I canceled my account within 20 minutes of signing up and they wont give me my 30 dollars back even though I never used ANY of their services.,2022-01-28 04:56:07,1,Don’t do it!,"{'id': 27768769, 'body': ""Hello, We appreciate you taking the time to share your experience with us. We're sorry to hear you were not satisfied with all of our services. As a mental health company, we are wholeheartedly focused on improving the well-being of thousands of individuals who may not have had access to, or the means to afford, quality mental health care. In any event, we would like to take some time to see what we can do to correct the situation. Please reach out to us by email at reviews@cerebral.com directly and please include your review’s username. We look forward to assisting you in any way we can. Best, Cerebral Team"", 'modified': '2022-01-31T16:56:54Z'}"
True,CouponClippa,I paid for weekly therapy sessions and it’s been almost a month without a single one. They started me on a medication and haven’t followed up with me and have ignored all my cautions about needing to be seen. This subscription service is going to lead to a lot of deaths because it doesn’t take responsibility for itself. It needs to be shut down so it doesn’t continue to prey on the weak and vulnerable. Disappointed isn’t even a word I’d use; unsafe.,2021-08-25 09:29:40,1,SCAM,"{'id': 24648270, 'body': ""Hi there, Thank you for sharing this helpful feedback. We're constantly working to improve our services here at Cerebral, and we sincerely apologize for any technical difficulties you may have faced. I'd like to see how I can assist. Please feel free to contact (415)403-2156 or support@getcerebral.com and ask for me. Best, Stefanie H. Cerebral Coordinator.\n"", 'modified': '2021-08-25T09:29:40Z'}"
False,ElMoz,This is a great concept with poor execution. You won’t be able to use your FSA because their receipts lack details. All messages take AT LEAST 24 hours for response. Provider visits constantly cancelled (sometimes within 5 min of your appointment) & are hard to come by - expect to lapse in your medication. Technical difficulties with app & on site unresolved. When they get their stuff together it will be great. Until then RUN.,2022-01-29 16:36:21,1,ABSOLUTELY NOT,"{'id': 27768816, 'body': ""Hello, We appreciate you taking the time to share your experience with us. We're sorry to hear you were not satisfied with all of our services. As a mental health company, we are wholeheartedly focused on improving the well-being of thousands of individuals who may not have had access to, or the means to afford, quality mental health care. In any event, we would like to take some time to see what we can do to correct the situation. Please reach out to us by email at reviews@cerebral.com directly and please include your review’s username. We look forward to assisting you in any way we can. Best, Cerebral Team"", 'modified': '2022-01-31T16:57:53Z'}"
False,cherine irizarry,My boyfriend and I both signed up For cerebral in late October early November. We both had to wait extremely long in crisis mode to get an appointment. No one responds to you when you need help.  My boyfriend is now in crisis mode after speaking to one of their providers who he was assured would prescribe him the medication he's been monitored on in Arizona for 8 years. She was extremely rude and acted as if my boyfriend was medication seeking. DO NOT WASTE YOUR TIME AND MONEY ON THIS,2021-12-01 22:37:58,1,Horrific experience,"{'id': 26652667, 'body': 'Hi there, thank you for taking a moment to reach out. We sincerely apologize if you did not feel fully heard or supported in your care with us. We would like to take a closer look at this for you. Please reach out to support@getcerebral.com and ask for Stefanie H. We look forward to assisting however we can. Best, Cerebral Team ', 'modified': '2021-12-05T20:50:22Z'}"
False,Starburstgal,"I signed up under the impression that X condition could be evaluated right away and it wasn’t the case. After asking for a refund the rep said the request would be processed and I’d get a response. I haven’t received one and have sent two follow up emails that have also gone without response, so I guess I’m getting ghosted.",2021-08-27 06:05:00,2,Kinda misleading and definitely unresponsive after cancelling,"{'id': 24985507, 'body': 'Hi there, I appreciate you taking the time to share this with us. I apologize if we were not able to best support you during this time, especially since you took such an important step in reaching out for help in the first place. It is certainly disappointing to hear, and I would like to do what I may be able to do to assist you in this. Please reach out to (415)403-2156 or support@getcerebral.com and ask for me directly. I look forward to learning more about your experience with Cerebral and assisting you in whatever capacity I am able to offer. Kindly, Stefanie H. Cerebral Coordinator.', 'modified': '2021-09-08T16:11:18Z'}"
False,jejcnsu,"I have had to go through three “providers” - all of which I couldn’t book appointments for. Nothing available for THREE YEARS out. Unbelievably bad service when I tried to follow up. Already dealing with anxiety, and these people make it even harder for you by blocking you from the service you’re paying 85$ a month for. Supreme waste of money, time, everything.",2021-12-19 20:18:45,1,"Impossible to schedule, waste of money","{'id': 27379213, 'body': ""We appreciate you taking the time to share your experience. We're sorry to hear you were not satisfied with our services and would like to take some time to see what we can do to correct the situation. Please reach out to reviews@cerebral.com. We look forward to assisting you in any way we can. Best, Cerebral Team"", 'modified': '2022-01-11T17:41:59Z'}"
False,Not Nikki,"They advertise start today and then after you spend a long time completing your intake info after they already charge you for a month, it then shows you that you have to wait weeks to get any type of service or to schedule your first appointment. When all of the flashy ads and buttons say get started with everything today. Very disappointed.",2021-12-03 00:14:23,1,Bait and Switch.,"{'id': 26652627, 'body': 'Hi, we want to thank you for taking the time to share your feedback about your experience with Cerebral. It is disappointing to hear that you have met some trouble with scheduling your care appointments, and we apologize for any difficulties you faced. We would like to take some time to better understand your experience and see if there is anything we can do to better assist. Please feel free to reach out to support@getcerebral.com and ask for Stefanie H. Best regards, Cerebral Team', 'modified': '2021-12-05T20:41:40Z'}"
False,mab666625,"Total waste of time and money. Spent 10 mins on my first video chat with the designated doctor and without her asking any real questions she essentially determined there’s nothing going on except “depression.” In 10 minutes. I know that isn’t the issue. I don’t feel like I was heard or evaluated in any way and I immediately cancelled my subscription. I really thought I would finally get the help I need, but not from Cerebral.",2021-11-05 14:24:09,1,Don’t bother,
False,JeniB723,"While I think cerebral has the potential to be a great service they  have a lot of issues to figure out. 

My prescriber never showed up to my appointment causing me to run out of my prescription. No apologies. Not attempts to reschedule. Nothing. This was after never being informed that my previous prescriber had left completely. I only found that out when I couldn’t find any appointments. 

I have expressed on several occasions my concerns with struggling due to adhd and it always gets brushed over when it was the main reason I sought help through Cerebral in the first place. 

Appointments are hard to come by so I am paying $85/month for my prescription to run out? No thank you.",2021-11-01 20:27:57,1,Not worth the hassle,
False,Emayem,Makes you pay before telling you they can’t prescribe the medicine in the state you live in. Wish it would have told me that before I put my card info in and they processed the fee. Took my money and can’t even get the help I needed. I looked all over the website before signing up and all it said was “certain states” but then tells you which states after you’ve paid. Wow.,2021-07-10 05:12:48,1,Stole my money,"{'id': 24203691, 'body': 'Hi there, I am sorry to hear that we may not have been able to support you. As a telehealth provider, there are unfortunately some limits to the care we can provide in certain states. In any event, I want to thank you for taking the time to share this experience. I would also like to see if there is anything I can do to help. Please feel free to reach out to (415)403-2156 or support@getcerebral.com, and I am happy to assist in any way I can. I look forward to hearing from you. Best, Stefanie H. Cerebral Coordinator.', 'modified': '2021-07-29T17:25:49Z'}"
False,SAVAGEZSB,The staff at Cerebral takes care of you from start to finish I couldn’t be more grateful for this platform it’s helped me get a hold of my life again and the counselors And psychiatrist have been five star all around,2021-06-10 06:58:02,5,Amazing staff,
False,Rawn Couserrc,"I get so much out of those sessions every month, I wish every therapy session was like this, I don't feel like she is judging me and there is no mental health stigma during our sessions, I wish all mental health treatment was like this",2021-03-02 07:10:56,5,like this,
False,Patient11111111121,They charged me $330 a month when I signed up for a $45/month subscription. Never returned my messages and didn’t unsubscribe me when requested and kept over billing. Their psychiatrist was over 10 minutes late to a phone meeting when he knew I was on a tight timeline and just needed my prescription changed. I liken this company to a pig with lipstick—they can dress it up as much as they want buts it’s really covered in filth.,2021-05-17 15:15:22,1,Hidden charges and tardiness,"{'id': 22904189, 'body': ""Hello,\n\nI appreciate you taking the time to reach out to us to provide some feedback. I am sorry to hear that you may have faced some difficulties with our billing services. I can understand how that is frustrating. I would like to work to make this situation right. If there is anything I can do to help, please don't hesitate to reach out to me at (415)403-2156 or support@getcerebral.com and ask for me. I hope to hear from you soon. \nBest, \nMolly V.\nCerebral Coordinator"", 'modified': '2021-05-19T22:00:12Z'}"
False,Hargun De Laspeeih,This telepsychiatry app is making creating a so easy. So many templates to choose from for different applications. Easy to edit and share.,2021-02-28 07:15:22,5,Many templates to choose from,
False,bittnah,"Is a cash siphon if there’s any issues  at all you will find that support is not there do not invest in this, you will gain new mental anguish than you started with. I have used and cost me 300$+ for nothing",2021-10-24 16:26:11,5,Do not use this ap,
False,Amy9387,This service is awful and these providers are hardly “qualified professionals.” Please trust me when I tell you that you can find much better services at a local provider near you!!!! Nearly everyone is providing virtual mental health services these days and you don’t need to spend your money here!! Please find someone better qualified because this company does not have those people!,2022-01-22 02:26:58,1,Don’t waste your money,"{'id': 27632476, 'body': ""Hello, We appreciate you taking the time to share your experience with us. We're sorry to hear you were not satisfied with all of our services. As a mental health company, we are wholeheartedly focused on improving the well-being of thousands of individuals who may not have had access to, or the means to afford, quality mental health care. In any event, we would like to take some time to see what we can do to correct the situation. Please reach out to us by email at reviews@cerebral.com directly and please include your review’s username. We look forward to assisting you in any way we can. Best, Cerebral Team"", 'modified': '2022-01-24T15:38:37Z'}"
False,FastTraxMax,I had a great first 2 sessions and then the wheels came off. My therapist canceled 5 sessions in a row. The meds they sent made me gain 30lbs in 3 months. I asked to cancel sessions and they reported them as no show. I rejected a delivery of meds after asking them to stop sending them and they continue billing and sending. Impossible to cancel the app. They reassigned me to a ransom therapist without consent. Untrustworthy for anyone seeking mental health help. SKIP THIS. They ought to be out of business.,2022-01-18 18:27:31,1,DONT FALL FOR THIS SCAM,"{'id': 27564695, 'body': ""Hello, We appreciate you taking the time to share your experience with us. We're sorry to hear you were not satisfied with all of our services. As a mental health company, we are wholeheartedly focused on improving the well-being of thousands of individuals who may not have had access to, or the means to afford, quality mental health care. In any event, we would like to take some time to see what we can do to correct the situation. Please reach out to us by email at reviews@cerebral.com directly and please include your review’s username. We look forward to assisting you in any way we can. Best, Cerebral Team\n"", 'modified': '2022-01-20T17:40:12Z'}"
False,kheinekrnvekrnv,Ive been desperately trying to reach someone at cerebral for 2 days. Ive had this issue before and it had yet to be fixed. My message board for contact care team doesn’t work completely. Ive been unable to select providers and schedule appointments for months. This is a serious issue. I’m a current client. This company is too important to have these type of recurring issues!!,2021-11-17 17:47:10,1,Not Working at all,
False,jonathankoren,"I signed up for this, and I was supposed to pick a therapist, but somehow they paired me with a random one that isn’t available for months, and then only at 5 in the morning.

There is no way to change this without going through customer support, which takes forever. And you can’t see the list of people anymore.

It’s horrible, and just exacerbating my issues.",2021-11-05 06:30:43,1,Good luck scheduling someone,
False,The mimi of 5,I have been to several other therapists and one fell asleep while I was talking and another needed therapy herself.  I’ve only had one session and I know we instantly clicked!!! I’m so happy with my experience so fat,2021-05-24 14:28:21,5,So glad,
False,CatCakes8,"I’ve been looking for years to find someone that will listen and find medications that will work, I’ve been transferred to random doctors on this app and I can’t seem to actually be able to contact any of these people I chose. I couldn’t even understand the last doctor I had and he got irritated with me because I couldn’t understand him! And he wouldn’t listen to my concerns..I had hopes but cerebral crushed them..",2021-09-21 16:25:57,1,No help,
False,Reeanne S,"im hoping it starts working and that the actual services are better but when i login to the app it pulls up a blank white page, i swipe left and it gives me help bar but i cant access anything and when i exit the app and go back it opens the login screen again, i tried restarting my phone and uninstalling and reinstalling and nothing has worked. so far 0/10",2021-08-06 19:54:42,1,Unable to use app,"{'id': 24648426, 'body': ""Hello Reeanne, Thank you for taking the time to share this with us. I apologize that you've faced difficulty in utilizing our services. It sounds like there could be a technical difficulty here. I know that it can be really frustrating, and I would like to do what I can to assist. Please feel free to contact me at (415)403-2156 or support@getcerebral.com. I hope to hear from you soon. Best, Stefanie H. Cerebral Coordinator."", 'modified': '2021-08-22T21:37:43Z'}"
False,lexusrae23,"I held off on this app for a long time because it’s simply not affordable, but I couldn’t get help anywhere else for anything so here I am. It was at least quickly available but as far as pricing goes, I pay 3x what I normally would for wellbutrin",2021-10-28 20:37:00,3,Only because i couldn’t get care elsewhere,
False,Jake Botchingcome,"I’ve reported these criminals to the FTC and you should too. I’m unable to schedule a meeting with ANYONE. And no one responds to help remedy this. It is also impossible to cancel so once you pay, you’d better cancel your debit card or these criminals will take 85 dollars a month to do nothing whatsoever for you. I can’t believe this company is allowed to exist with how terrible they treat people but I guess I shouldn’t be. That’s the world.",2021-03-06 06:22:37,1,I’ve reported these criminals to the FTC,"{'id': 21524345, 'body': ""Hi, \n\nI'd like to sincerely apologize for the difficulties you faced with utilizing our services. We do have a considerable client base that significantly benefits from our services, but that still doesn't make it any better knowing that you faced less-than-satisfactory care.\n\nAs a mental health company, we are wholeheartedly focused on improving the well-being of thousands of individuals who may not have had access to, or the means to afford, quality mental health care. We appreciate you sharing your feedback so we can continue to improve our services. \n\nIn any event, I would like to take some time myself to hopefully help repair your trust in Cerebral. Please feel free to reach out to us by phone at (415) 403 - 2156 or by email at support@getcerebral.com and ask for me directly. I'm happy to assist in any way I can.\n\nKindly, \nMolly V., \nCerebral Coordinator \n"", 'modified': '2021-03-08T23:28:06Z'}"
False,tmn7w6,"For a very high monthly price you get 30 min with a prescriber and 30 min of something that was supposed to be counseling but was more like a substitute teacher reading from a script to students. When I called to be switched to another counselor, I was told that I would
Be charged an ADDITIONAL $30. Save your money. Do NOT try this platform. It is dangerous to prescribe someone a new medication and not provide any follow-up. HORRIFIC treatment of patient.",2022-02-13 21:34:03,1,Prescriber ACCEPTABLE. Counseling HORRIFIC,"{'id': 28087730, 'body': ""Hello, We appreciate you taking the time to share your experience with us. We're sorry to hear you were not satisfied with all of our services. As a mental health company, we are wholeheartedly focused on improving the well-being of thousands of individuals who may not have had access to, or the means to afford, quality mental health care. In any event, we would like to take some time to see what we can do to correct the situation. Please reach out to us by email at reviews@cerebral.com directly and please include your review’s username. We look forward to assisting you in any way we can. Best, Cerebral Team\n"", 'modified': '2022-02-16T15:13:28Z'}"
False,vidkopak,"I found this app to be incredibly buggy to the point where I couldn’t book an appointment with a provider. I finally was able to do so manually (with the help of their support desk) only to have my prescriber quit within a few weeks, leaving my prescriptions unrefilled and with no choice but to go off of my meds. Such an incredibly pathetic and unprofessional group of people.",2022-01-11 17:23:45,1,Avoid at all costs!,"{'id': 27791155, 'body': ""We appreciate you taking the time to share your experience. We're sorry to hear you were not satisfied with our services and would like to take some time to see what we can do to correct the situation. Please reach out to reviews@cerebral.com. We look forward to assisting you in any way we can. Best, Cerebral Team"", 'modified': '2022-02-01T17:15:48Z'}"
False,freckleface95,I truly don’t know how they have 4.7 stars… I am now on day 3 of being out of my medication that I’ve been on for years now. My prescriber hasn’t responded to inquiries for over a week and a half. I am absolutely astonished at how poor this service is and how little they seem to care about my health. This is now affecting my life & I have little to no answers on how I’m able to get my necessary medications.,2021-12-01 00:15:29,1,Horrible Service,
